ASCII Name;Population;LABEL EN;Classification
Campo Acosta;2638;Mexico;Small City
Jesus Maria;2638;Mexico;Small City
San Nicolas Obispo;2638;Mexico;Small City
Acula;2639;Mexico;Small City
Ahueyahualco;2639;Mexico;Small City
Chicahuaxtla;2640;Mexico;Small City
Capoluca;2641;Mexico;Small City
Zopoco;2642;Mexico;Small City
San Lucas Tecopilco;2642;Mexico;Small City
El Carril;2643;Dominican Republic;Small City
San Simon el Alto;2643;Mexico;Small City
Xonocuautla;2644;Mexico;Small City
San Juan Tahitic;2644;Mexico;Small City
Puerto Angel;2645;Mexico;Small City
Charco Blanco;2645;Mexico;Small City
Chalma;2646;Mexico;Small City
Texcaltitlan;2648;Mexico;Small City
Tlapacoyan;2648;Mexico;Small City
San Mateo Yoloxochitlan;2650;Mexico;Small City
Lloro;2651;Colombia;Small City
Laguna del Rey (Quimicas del Rey);2651;Mexico;Small City
Poblado Numero Cinco;2651;Mexico;Small City
Fraccionamiento los Prados;2652;Mexico;Small City
Zona Urbana Ejido Isla Mujeres;2653;Mexico;Small City
Tejutla;2653;Guatemala;Small City
Fond des Blancs;2653;Haiti;Small City
Lolotique;2654;El Salvador;Small City
San Pedro Masahuat;2654;El Salvador;Small City
Fraccionamiento Mision de San Javier;2655;Mexico;Small City
Anamoros;2655;El Salvador;Small City
Hidalgo;2655;Mexico;Small City
Santa Teresa;2657;Uruguay;Small City
Mecatan;2657;Mexico;Small City
Curungueo;2657;Mexico;Small City
Mainque;2658;Argentina;Small City
San Pedro Huitzizilapan;2659;Mexico;Small City
Almoloya;2659;Mexico;Small City
San Vicente Boqueron;2661;Mexico;Small City
Francisco Zarco;2664;Mexico;Small City
Paredon Colorado;2665;Mexico;Small City
Colonia Venustiano Carranza;2665;Mexico;Small City
San Juan Jalpa Centro;2667;Mexico;Small City
Rosa Blanca;2668;Mexico;Small City
Santa Cruz Tetela;2668;Mexico;Small City
Paseo Puente Viejo;2668;Mexico;Small City
Marigot;2669;Dominica;Small City
Serrano;2670;Argentina;Small City
Bahia Tortugas;2671;Mexico;Small City
Nueve de Julio;2671;Argentina;Small City
Oviedo;2671;Dominican Republic;Small City
Portal de las Salinas;2671;Mexico;Small City
Reforma de Pineda;2671;Mexico;Small City
El Plan;2673;Mexico;Small City
Pacho Nuevo;2673;Mexico;Small City
Cocohital;2674;Mexico;Small City
Siogui Abajo;2675;Panama;Small City
Puerto Pailas;2675;Bolivia;Small City
Chapopote Nunez;2675;Mexico;Small City
Santa Teresa;2676;Mexico;Small City
Espinal;2676;Mexico;Small City
Carrillo Puerto;2676;Mexico;Small City
Palomas;2676;Mexico;Small City
Purisima Concepcion Mayorazgo;2676;Mexico;Small City
Cerrillos (Campo 35);2677;Mexico;Small City
El Varal (San Sebastian Numero Uno);2677;Mexico;Small City
Puerto de Aguirre;2678;Mexico;Small City
San Juan Bautista;2680;Guatemala;Small City
El Almendro;2681;Nicaragua;Small City
Hernandez;2681;Mexico;Small City
San Marcos La Laguna;2681;Guatemala;Small City
Yaxe;2683;Mexico;Small City
El Cabezon;2683;Mexico;Small City
Tamara;2683;Honduras;Small City
Villa Atamisqui;2683;Argentina;Small City
Entre Rios;2685;Bolivia;Small City
Atalaya;2686;Panama;Small City
Alhuey;2686;Mexico;Small City
Los Menucos;2689;Argentina;Small City
La Mina;2690;Honduras;Small City
El Tephe;2690;Mexico;Small City
Santa Maria Atlihuetzian;2691;Mexico;Small City
Suaita;2691;Colombia;Small City
Colonia Agricola Mexico (Palmitas);2692;Mexico;Small City
Fraccionamiento San Miguel;2692;Mexico;Small City
Quinceo;2692;Mexico;Small City
Las Mesas;2692;Mexico;Small City
Carboneras;2693;Mexico;Small City
Chinique;2693;Guatemala;Small City
Chupaderos;2693;Mexico;Small City
Rizos de la Joya (Rizos del Saucillo);2694;Mexico;Small City
San Pedro Yancuitlalpan;2694;Mexico;Small City
Pizarrete;2695;Dominican Republic;Small City
Palo Blanco;2695;Mexico;Small City
Southfield;2695;Jamaica;Small City
Pastor Rovaix;2696;Mexico;Small City
Brownsweg;2696;Suriname;Small City
Tucurrique;2697;Costa Rica;Small City
French Harbor;2698;Honduras;Small City
Chikindzonot;2699;Mexico;Small City
San Rafael Tenanyecac;2699;Mexico;Small City
Los Mangos;2699;Mexico;Small City
Zapotitlan;2700;Mexico;Small City
Tarso;2700;Colombia;Small City
Antequera;2701;Paraguay;Small City
El Tejocote;2701;Mexico;Small City
Arboledas;2702;Colombia;Small City
Colonia Progreso;2703;Mexico;Small City
Villa del Carmen;2703;Uruguay;Small City
San Francisco Cuautlancingo;2703;Mexico;Small City
Amuco de la Reforma;2703;Mexico;Small City
El Progreso;2704;Mexico;Small City
Santo Domingo Tonala;2704;Mexico;Small City
Santa Rita, Copan;2704;Honduras;Small City
Galateo;2705;Puerto Rico;Small City
Santa Cruz Mulua;2706;Guatemala;Small City
El Cocuy;2706;Colombia;Small City
Arantepacua;2707;Mexico;Small City
Senguio;2707;Mexico;Small City
Chipaque;2707;Colombia;Small City
Colonia San Luis Rey;2707;Mexico;Small City
El Boxtha;2708;Mexico;Small City
El Salitre;2708;Mexico;Small City
Bordo Blanco;2709;Mexico;Small City
El Huarache (El Guarache);2709;Mexico;Small City
Copala;2709;Mexico;Small City
La Constitucion;2709;Mexico;Small City
Santa Clara Huitziltepec;2709;Mexico;Small City
Buenavista;2711;Mexico;Small City
Huite;2712;Guatemala;Small City
San Mateo Ozolco;2713;Mexico;Small City
Caxuxi;2715;Mexico;Small City
Petacalco;2715;Mexico;Small City
Benito Juarez;2715;Mexico;Small City
Tolome;2715;Mexico;Small City
Belen;2715;Costa Rica;Small City
Zapoapan;2716;Mexico;Small City
Guinope;2716;Honduras;Small City
La Purisima;2717;Mexico;Small City
Ixtlahuacan;2717;Mexico;Small City
Chiepetepec;2718;Mexico;Small City
La Esperanza;2718;Colombia;Small City
San Jose el Saladillo (El Saladillo);2718;Mexico;Small City
Ixtlan de Juarez;2718;Mexico;Small City
El Triunfo;2719;Mexico;Small City
Conjunto Habitacional Ecologico SUTEYM;2719;Mexico;Small City
Los Condores;2720;Argentina;Small City
San Antonio de la Cal;2721;Mexico;Small City
Constitucion;2721;Mexico;Small City
Francisco I. Madero;2722;Mexico;Small City
San Pedro Limon;2722;Mexico;Small City
Quebrada de Arena;2723;Honduras;Small City
Guayalejo;2723;Mexico;Small City
Medellin de Bravo;2725;Mexico;Small City
Sitio Ejido;2725;Mexico;Small City
San Lorenzo Tlalmimilolpan;2725;Mexico;Small City
Siloah;2725;Jamaica;Small City
El Sahuaral;2726;Mexico;Small City
Santa Rosa los Angeles;2727;Mexico;Small City
Arroyo Cabral;2727;Argentina;Small City
Tlapanala;2727;Mexico;Small City
Vanegas;2728;Mexico;Small City
Tejalpa;2729;Mexico;Small City
Ejido Loma de Malacota;2729;Mexico;Small City
Villavieja;2730;Colombia;Small City
Huara;2730;Chile;Small City
Sihochac;2731;Mexico;Small City
Cristobal;2735;Dominican Republic;Small City
Tenango el Nuevo;2738;Mexico;Small City
Manuel Avila Camacho;2738;Mexico;Small City
Janos;2738;Mexico;Small City
Rinconada de los Angeles;2738;Mexico;Small City
Cuamiles;2741;Mexico;Small City
Nuqui;2741;Colombia;Small City
Saint-Georges;2742;French Guiana;Small City
Pozos;2742;Mexico;Small City
Tzintzingareo;2743;Mexico;Small City
Cruz Bay;2743;Virgin Islands (US);Small City
Cerro Santa Fe;2744;Mexico;Small City
Coacoyula de Alvarez;2744;Mexico;Small City
Laguna Yema;2744;Argentina;Small City
Zunilito;2745;Guatemala;Small City
La Llanada;2747;Colombia;Small City
San Felipe los Alzati (Colonia Nueva);2747;Mexico;Small City
Tepanco;2747;Mexico;Small City
Villa Diaz Ordaz;2747;Mexico;Small City
Ospina;2747;Colombia;Small City
Papatlatla;2750;Mexico;Small City
San Pedro Ixtlahuaca;2751;Mexico;Small City
Cienega de Zimatlan;2753;Mexico;Small City
Tepich;2753;Mexico;Small City
San Martin Toltepec;2753;Mexico;Small City
Pedregal de San Jose;2753;Mexico;Small City
Los Cedrales;2754;Paraguay;Small City
San Miguel;2754;Mexico;Small City
San Miguel de la Paz;2754;Mexico;Small City
Leona Vicario;2754;Mexico;Small City
Atoyac;2755;Mexico;Small City
Cuaxomulco;2755;Mexico;Small City
Monserrate;2756;Puerto Rico;Small City
Rincon de Lopez;2756;Mexico;Small City
Buff Bay;2757;Jamaica;Small City
Barra Patuca;2758;Honduras;Small City
Entronque Laredo-Salinas Victoria;2758;Mexico;Small City
Rancho Verde;2758;Mexico;Small City
Tilapa;2759;Mexico;Small City
Los Rodriguez;2760;Mexico;Small City
Sulaco;2760;Honduras;Small City
Tetla;2761;Mexico;Small City
Santa Maria;2761;Colombia;Small City
Laguna de San Vicente;2762;Mexico;Small City
Wakefield;2763;Jamaica;Small City
Calotmul;2764;Mexico;Small City
Puroagua;2766;Mexico;Small City
Juchique de Ferrer;2766;Mexico;Small City
San Salvador el Verde;2768;Mexico;Small City
Colonia Tenhe;2768;Mexico;Small City
Florencia;2768;Mexico;Small City
San Antonio Bonixi;2768;Mexico;Small City
Xolotla;2770;Mexico;Small City
Limoeiro de Anadia;2770;Brazil;Small City
Altagracia;2771;Nicaragua;Small City
San Miguel Acatan;2773;Guatemala;Small City
Lomas de Tejeda;2773;Mexico;Small City
Los Rodriguez;2773;Mexico;Small City
Jacinto Arauz;2773;Argentina;Small City
Santa Maria Tecuanulco;2773;Mexico;Small City
Colorines;2773;Mexico;Small City
La Labor;2774;Mexico;Small City
Campestre Tarimbaro;2774;Mexico;Small City
Santiago Acozac;2775;Mexico;Small City
Agua Blanca;2776;Guatemala;Small City
Juan Marcos (San Jose Buenavista);2777;Mexico;Small City
Poblado C-33 20 de Noviembre;2779;Mexico;Small City
San Francisco;2779;Colombia;Small City
Puerto Ceiba;2780;Mexico;Small City
Tecoluca;2781;El Salvador;Small City
Nuevo Leon;2782;Mexico;Small City
Contralmirante Cordero;2782;Argentina;Small City
Cieneguitas;2782;Mexico;Small City
Betania;2782;Mexico;Small City
La Libertad;2782;Mexico;Small City
Corail;2782;Haiti;Small City
Tamazulapam del Espiritu Santo;2783;Mexico;Small City
San Francisco;2785;Colombia;Small City
Jalpa de los Banos;2786;Mexico;Small City
San Mateo Capulhuac;2786;Mexico;Small City
Fonds Verrettes;2789;Haiti;Small City
Villa Mugueta;2789;Argentina;Small City
Escaleras;2790;Mexico;Small City
Ojojona;2790;Honduras;Small City
Zacaola;2791;Mexico;Small City
Sacanta;2791;Argentina;Small City
Juan Martin;2791;Mexico;Small City
Colonia Benito Juarez;2792;Mexico;Small City
Cerca la Source;2792;Haiti;Small City
San Pedro Quiatoni;2792;Mexico;Small City
Tole;2794;Panama;Small City
Zoyatzingo;2795;Mexico;Small City
Uarini;2796;Brazil;Small City
El Huaxtho;2798;Mexico;Small City
Santo Tomas la Concordia;2798;Mexico;Small City
Puentecillas;2799;Mexico;Small City
Valencianita;2800;Mexico;Small City
Villa Hidalgo;2800;Mexico;Small City
Santa Cruz el Grande;2800;Mexico;Small City
El Limon;2800;Mexico;Small City
Ocuapan;2800;Mexico;Small City
Tumbiscatio de Ruiz;2801;Mexico;Small City
Portezuelo;2802;Mexico;Small City
Bosques de la Magdalena;2803;Mexico;Small City
Colonia Juarez;2803;Mexico;Small City
Los Surgentes;2804;Argentina;Small City
Los Hidalgos;2805;Dominican Republic;Small City
San Pedro Tepetitlan;2805;Mexico;Small City
Ocotlan de Betancourt;2806;Mexico;Small City
San Francisco;2806;Honduras;Small City
Rancho Nuevo;2807;Mexico;Small City
Yalkoba;2808;Mexico;Small City
Doima;2808;Colombia;Small City
Colotepec;2808;Mexico;Small City
Chaparaco;2808;Mexico;Small City
Villa Ygatimi;2809;Paraguay;Small City
Upper Hell's Gate;2810;;Small City
Chichiquila;2812;Mexico;Small City
Jutiapa;2815;Honduras;Small City
Rosario;2815;Mexico;Small City
Elena;2815;Argentina;Small City
Colonia Neuland;2816;Paraguay;Small City
Jaracuaro;2817;Mexico;Small City
San Simon Tlatlahuquitepec;2817;Mexico;Small City
Tomochic;2818;Mexico;Small City
San Miguel del Valle;2818;Mexico;Small City
Tlacamilco;2819;Mexico;Small City
San Jose de la Montana;2819;Colombia;Small City
Kancab;2819;Mexico;Small City
Guadalupe Zaragoza;2820;Mexico;Small City
Salama;2820;Honduras;Small City
Huehuetla;2821;Mexico;Small City
Jesus Nazareno;2821;Mexico;Small City
La Ascension;2823;Mexico;Small City
Magdalena Apasco;2824;Mexico;Small City
Solis de Mataojo;2825;Uruguay;Small City
Yaxkukul;2825;Mexico;Small City
Samahil;2826;Mexico;Small City
San Ramon;2827;Nicaragua;Small City
San Pedro Huilotepec;2827;Mexico;Small City
Tunkas;2828;Mexico;Small City
Bluefields;2828;Jamaica;Small City
San Antonio Alpanocan;2828;Mexico;Small City
Carrillo Puerto;2829;Mexico;Small City
Palmas;2829;Puerto Rico;Small City
Villa del Dique;2829;Argentina;Small City
Little Belize;2830;Belize;Small City
Ayahualulco;2832;Mexico;Small City
San Jose del Progreso;2833;Mexico;Small City
Salitral;2833;Costa Rica;Small City
Ojo de Agua de Palmillas;2833;Mexico;Small City
San Lucas Camotlan;2834;Mexico;Small City
Vinchina;2834;Argentina;Small City
El Guayabal;2835;Dominican Republic;Small City
Ixtlahuaca Barrio;2835;Mexico;Small City
Orocue;2835;Colombia;Small City
Tototepec;2836;Mexico;Small City
Sector H Tres;2837;Mexico;Small City
Tlatempan;2837;Mexico;Small City
Trinidad;2837;Paraguay;Small City
Cocucho;2838;Mexico;Small City
Nueva Italia;2841;Paraguay;Small City
Huamuchapa;2841;Mexico;Small City
Atenango del Rio;2842;Mexico;Small City
Guanagazapa;2842;Guatemala;Small City
Santa Cruz Bombatevi;2843;Mexico;Small City
Emiliano Zapata;2843;Mexico;Small City
Villa Constitucion;2846;Uruguay;Small City
General San Martin;2846;Argentina;Small City
La Cienega;2847;Mexico;Small City
Toliman;2847;Mexico;Small City
Colonias Pedernales;2848;Mexico;Small City
Olivenca;2848;Brazil;Small City
Zapotlan;2849;Mexico;Small City
Galaxia la Calera;2850;Mexico;Small City
Miguel Hidalgo;2850;Mexico;Small City
El Trapiche;2851;Mexico;Small City
Coatecas Altas;2851;Mexico;Small City
Quebracho;2853;Uruguay;Small City
Certegui;2854;Colombia;Small City
Oyameles de Hidalgo;2854;Mexico;Small City
Corocito;2855;Honduras;Small City
Igualapa;2856;Mexico;Small City
Loreto;2856;Argentina;Small City
Guayata;2857;Colombia;Small City
Huitiupan;2857;Mexico;Small City
Vista Alegre Norte;2857;Argentina;Small City
San Bartolome Ayautla;2858;Mexico;Small City
Campo Grande;2859;Mexico;Small City
Balaclava;2862;Jamaica;Small City
San Jose;2862;Belize;Small City
San Nicolas Tolentino;2862;Mexico;Small City
Tuzantan;2863;Mexico;Small City
La Trinidad Tenexyecac;2863;Mexico;Small City
Parita;2864;Panama;Small City
San Martin Coapaxtongo;2865;Mexico;Small City
Zoquitlan;2865;Mexico;Small City
Cochrane;2867;Chile;Small City
San Juan Pan de Arriba;2867;Mexico;Small City
Bahia de Lobos;2867;Mexico;Small City
Guaquitepec;2868;Mexico;Small City
Alvaro Obregon;2869;Mexico;Small City
Ameche;2869;Mexico;Small City
Villa Emiliano Zapata;2869;Mexico;Small City
Dziuche;2870;Mexico;Small City
San Agustin;2870;Argentina;Small City
Dennery;2870;Saint Lucia;Small City
Tomas Gomensoro;2872;Uruguay;Small City
Santa Monica;2872;Mexico;Small City
Barrio de San Pedro la Cabecera;2874;Mexico;Small City
Amacueca;2875;Mexico;Small City
Loza de los Padres;2875;Mexico;Small City
La Cienaga;2875;Dominican Republic;Small City
Mama;2876;Mexico;Small City
Huiloapan;2877;Mexico;Small City
Santa Maria Nativitas;2878;Mexico;Small City
El Castillo;2878;Mexico;Small City
Dzitas;2879;Mexico;Small City
Jardines del Grijalva;2881;Mexico;Small City
Polotitlan de la Ilustracion;2881;Mexico;Small City
Colonia la Asuncion;2881;Mexico;Small City
San Basilio;2882;Argentina;Small City
Lomas de Rio Medio Cuatro;2882;Mexico;Small City
La Florida;2882;Colombia;Small City
Martorell;2884;Puerto Rico;Small City
Victoria;2884;Honduras;Small City
Abasolo;2884;Mexico;Small City
El Palmar;2884;Mexico;Small City
Cardenas;2885;Mexico;Small City
La Luisa;2887;Puerto Rico;Small City
Mona Heights;2887;Jamaica;Small City
Chinameca;2887;Mexico;Small City
Juan Aldama (El Tigre);2889;Mexico;Small City
Campo Pesquero el Colorado;2889;Mexico;Small City
Tapotzingo;2890;Mexico;Small City
Necoxtla;2890;Mexico;Small City
Morelos;2891;Mexico;Small City
Payan;2892;Colombia;Small City
Rio Medio [Granja];2895;Mexico;Small City
Fuentezuelas;2895;Mexico;Small City
Trinity Ville;2895;Jamaica;Small City
Cuchicuato;2896;Mexico;Small City
Chalan;2897;Colombia;Small City
San Mateo Tecalco;2897;Mexico;Small City
Arenoso;2897;Dominican Republic;Small City
San Simeon Xipetzingo;2898;Mexico;Small City
Mayanalan;2898;Mexico;Small City
Chigore;2899;Panama;Small City
Turmeque;2901;Colombia;Small City
Sauce de Luna;2901;Argentina;Small City
Winifreda;2902;Argentina;Small City
San Juan de Otates;2905;Mexico;Small City
Nuevo Vicente Guerrero;2906;Mexico;Small City
San Sebastian Buenos Aires;2908;Mexico;Small City
El Limar;2908;Mexico;Small City
Valle de Vaquerias;2908;Mexico;Small City
Guanacevi;2908;Mexico;Small City
Santa Maria del Monte;2910;Mexico;Small City
Ayotoxco de Guerrero;2911;Mexico;Small City
Javier Rojo Gomez;2911;Mexico;Small City
Tezapotla;2912;Mexico;Small City
San Juan del Rio del Centauro del Norte;2912;Mexico;Small City
Ciudad de Villaldama;2912;Mexico;Small City
Arada;2913;Honduras;Small City
Santa Rosa del Penon;2913;Nicaragua;Small City
Chita;2914;Colombia;Small City
San Diego Linares;2914;Mexico;Small City
Colonia Morelos;2915;Mexico;Small City
Plan de Arroyos;2915;Mexico;Small City
Iquinuapa;2915;Mexico;Small City
Santa Ana Ahuehuepan;2917;Mexico;Small City
Soufriere;2918;Saint Lucia;Small City
Taminango;2919;Colombia;Small City
Unidad San Miguel Jagueeyes;2919;Mexico;Small City
Yecora;2920;Mexico;Small City
Padilla;2920;Bolivia;Small City
Tapijulapa;2921;Mexico;Small City
San Martin Chalchicuautla;2922;Mexico;Small City
Itainopolis;2922;Brazil;Small City
Fig Tree;2922;Saint Kitts and Nevis;Small City
Copanatoyac;2924;Mexico;Small City
Mochis;2924;Mexico;Small City
Caimito;2925;Colombia;Small City
Corazon;2925;Puerto Rico;Small City
La Puerta del Pilar;2925;Mexico;Small City
Basconcobe;2926;Mexico;Small City
Cajola;2927;Guatemala;Small City
Dolavon;2929;Argentina;Small City
Luchanas;2929;Mexico;Small City
Acatlan;2929;Mexico;Small City
Obrajuelo;2932;Mexico;Small City
Guadalupe Victoria;2932;Mexico;Small City
Narino;2933;Colombia;Small City
El Arenal;2933;Mexico;Small City
Tancanhuitz;2933;Mexico;Small City
Cucuyagua;2939;Honduras;Small City
Tzinacapan;2939;Mexico;Small City
Rio Mayo;2939;Argentina;Small City
El Porvenir;2940;Honduras;Small City
Puerto de Buenavista (Lazaro Cardenas);2940;Mexico;Small City
Nicolas Bravo;2940;Mexico;Small City
Zirahuen;2942;Mexico;Small City
Villa Trinidad;2945;Argentina;Small City
Utica;2945;Colombia;Small City
Tanaco;2947;Mexico;Small City
Poco Sol;2947;Costa Rica;Small City
Santa Catarina Palopo;2948;Guatemala;Small City
Chulumani;2952;Bolivia;Small City
Barrio San Joaquin el Junco;2952;Mexico;Small City
Tierra Blanca;2955;Mexico;Small City
Comanjilla;2955;Mexico;Small City
Jalcomulco;2955;Mexico;Small City
Marau;2956;Brazil;Small City
El Saucillo;2957;Mexico;Small City
Islington;2958;Jamaica;Small City
Colonia las Flores;2959;Mexico;Small City
Dongu;2961;Mexico;Small City
San Juan;2962;Mexico;Small City
Galeana;2962;Mexico;Small City
Doctor Domingo Chanona;2962;Mexico;Small City
Teopantlan;2963;Mexico;Small City
San Mateo Coapexco;2965;Mexico;Small City
Rincones de la Hacienda;2967;Mexico;Small City
Aguada de Moya;2967;Cuba;Small City
Fraccionamiento Real de San Pablo;2967;Mexico;Small City
Irpa Irpa;2968;Bolivia;Small City
Zacazonapan;2968;Mexico;Small City
Zacualpan;2970;Mexico;Small City
Jose Maria Morelos;2970;Mexico;Small City
Teacalco;2970;Mexico;Small City
Hunuku;2971;Mexico;Small City
Inza;2972;Colombia;Small City
Catazaja;2973;Mexico;Small City
Cuarta Brigada;2973;Mexico;Small City
La Libertad;2973;Mexico;Small City
Race Course;2974;Jamaica;Small City
Gararu;2977;Brazil;Small City
Santa Maria Atexcac;2978;Mexico;Small City
Oscar Soto Maynez;2978;Mexico;Small City
Jesus Maria;2978;Mexico;Small City
Ostuacan;2979;Mexico;Small City
El Ciruelo;2980;Honduras;Small City
Dorp Antriol;2980;;Small City
Tomelopitos;2981;Mexico;Small City
General Campos;2982;Argentina;Small City
La Colonia;2982;Mexico;Small City
General Elizardo Aquino;2983;Paraguay;Small City
Moroceli;2984;Honduras;Small City
Emilio Portes Gil;2985;Mexico;Small City
Bamoa;2987;Mexico;Small City
San Andres Duraznal;2987;Mexico;Small City
San Bernardo;2988;Colombia;Small City
Armenta;2989;Honduras;Small City
San Pedro;2990;Bolivia;Small City
El Rosario;2991;Nicaragua;Small City
Tres Algarrobos;2993;Argentina;Small City
La Verde;2995;Argentina;Small City
Emiliano Zapata;2995;Mexico;Small City
Manzana de San Luis;2996;Mexico;Small City
La Mesa;2996;Mexico;Small City
Fraccionamiento Cosmopolis Octavo Sector;2996;Mexico;Small City
Cuauhtemoc;2998;Mexico;Small City
Zamora;2999;Honduras;Small City
Hersilia;3000;Argentina;Small City
Tolhuin;3000;Argentina;Small City
Zapopan2;3000;Mexico;Small City
Negril;3000;Jamaica;Small City
Villa Juarez;3000;Mexico;Small City
Carvoeira;3000;Brazil;Small City
Quetchehueca;3001;Mexico;Small City
San Juan Guelavia;3002;Mexico;Small City
Lazaro Cardenas;3002;Mexico;Small City
Cumpas;3003;Mexico;Small City
Huajicori;3004;Mexico;Small City
El Pino;3004;Honduras;Small City
San Gabriel las Palmas;3005;Mexico;Small City
Buena Vista 1ra. Seccion;3005;Mexico;Small City
Huaquechula;3005;Mexico;Small City
Cacaloxuchitl;3006;Mexico;Small City
Yaxcaba;3007;Mexico;Small City
Huiramba;3007;Mexico;Small City
El Castillo;3009;Mexico;Small City
La Fortuna;3010;Costa Rica;Small City
Las Lajas;3011;Honduras;Small City
Santo Domingo Aztacameca;3012;Mexico;Small City
Fernando de Noronha (Distrito Estadual);3012;Brazil;Small City
Nuevo Mexico;3014;Mexico;Small City
Laranja da Terra;3016;Brazil;Small City
Villarpando;3016;Dominican Republic;Small City
Juanacatlan;3016;Mexico;Small City
Panales;3017;Mexico;Small City
Gambara;3017;Mexico;Small City
Flores;3018;Honduras;Small City
Irimbo;3019;Mexico;Small City
Santiago Chimaltenango;3020;Guatemala;Small City
Puerto Escondido;3020;Colombia;Small City
El Hielo;3020;Mexico;Small City
La Para;3021;Argentina;Small City
Imbery;3021;Puerto Rico;Small City
Barranquitas;3021;Puerto Rico;Small City
San Juan Xoconusco;3022;Mexico;Small City
Guadalupe;3022;Mexico;Small City
Xoloateno;3022;Mexico;Small City
San Antonio Zaragoza;3023;Mexico;Small City
Abai;3024;Paraguay;Small City
Tehuetlan;3024;Mexico;Small City
Nuevo San Miguel;3025;Mexico;Small City
Charagua;3025;Bolivia;Small City
Francisco I. Madero;3028;Mexico;Small City
Yupiltepeque;3028;Guatemala;Small City
Villa Las Esperanzas;3029;Mexico;Small City
Tlamixtlahuacan;3031;Mexico;Small City
El Nio;3032;Mexico;Small City
San Andres;3032;Colombia;Small City
San Pablo Tacachico;3033;El Salvador;Small City
Conchagua;3034;El Salvador;Small City
Casa Quemada;3036;Honduras;Small City
Tiahuanaco;3037;Bolivia;Small City
Dalvey;3037;Jamaica;Small City
Itakyry;3038;Paraguay;Small City
Jaquimeyes;3038;Dominican Republic;Small City
Fraccionamiento las Fuentes;3039;Mexico;Small City
Laguna Larga de Cortes;3040;Mexico;Small City
Colonia Vista Bella (Lomas del Peaje);3040;Mexico;Small City
Catarina;3040;Guatemala;Small City
Nautla;3040;Mexico;Small City
Tecuexcomac;3041;Mexico;Small City
La Independencia;3041;Mexico;Small City
Santa Maria del Refugio;3041;Mexico;Small City
Santa Maria Asuncion;3042;Mexico;Small City
San Lucas Ocotepec;3043;Mexico;Small City
Simon Sarlat;3044;Mexico;Small City
Caramanta;3044;Colombia;Small City
El Pacayal;3045;Mexico;Small City
Los Negros;3046;Bolivia;Small City
Toledo;3046;Argentina;Small City
Yecuatla;3048;Mexico;Small City
Raymundo Enriquez;3049;Mexico;Small City
Cuacuila;3050;Mexico;Small City
Campo Grande;3051;Brazil;Small City
Tzicatlan;3051;Mexico;Small City
Tarata;3052;Peru;Small City
Sabanilla;3052;Mexico;Small City
Bethel Town;3053;Jamaica;Small City
Arena 1ra. Seccion;3053;Mexico;Small City
Tiburon;3054;Haiti;Small City
San Francisco;3054;Mexico;Small City
La Union;3054;Honduras;Small City
Nocupetaro;3054;Mexico;Small City
Los Cafetales;3054;Mexico;Small City
Tetecalita;3055;Mexico;Small City
Napenay;3056;Argentina;Small City
San Lucas Pio;3056;Mexico;Small City
Jocoqui;3056;Mexico;Small City
Golden Grove;3058;Jamaica;Small City
Yarumela;3059;Honduras;Small City
Canoa;3061;Panama;Small City
Mozomboa;3061;Mexico;Small City
Primera Fraccion de Crespo;3062;Mexico;Small City
Vista Hermosa;3063;Panama;Small City
Pamatacuaro;3064;Mexico;Small City
Cepeda;3064;Mexico;Small City
Acatepec;3066;Mexico;Small City
Tacuarendi;3067;Argentina;Small City
Changata;3068;Mexico;Small City
La Sauceda;3069;Mexico;Small City
La Laja;3069;Mexico;Small City
Pablo L. Sidar;3070;Mexico;Small City
Port-Margot;3070;Haiti;Small City
San Ignacio;3072;Costa Rica;Small City
Vreed-en-Hoop;3073;Guyana;Small City
Benito Juarez;3074;Mexico;Small City
Marin;3075;Mexico;Small City
Boyuibe;3075;Bolivia;Small City
Soledad Salinas;3076;Mexico;Small City
Francisco Villa;3078;Mexico;Small City
Postrer Rio;3078;Dominican Republic;Small City
Dos Arroyos;3079;Argentina;Small City
Tampamolon Corona;3079;Mexico;Small City
Galindo;3079;Mexico;Small City
Elixir;3079;Honduras;Small City
San Jeronimo;3080;Mexico;Small City
Kralendijk;3081;;Small City
Oxtotipac;3081;Mexico;Small City
Prados de San Juan;3081;Mexico;Small City
Villarrica;3081;Colombia;Small City
Santa Catarina Loxicha;3081;Mexico;Small City
Ancasti;3082;Argentina;Small City
Charay;3084;Mexico;Small City
Presidente Echeverria (Laja Tendida);3084;Mexico;Small City
Rio Alejandro;3084;Panama;Small City
Cuauhtemoc;3084;Mexico;Small City
Coyotillos;3084;Mexico;Small City
San Lucas;3085;Mexico;Small City
Maroon Town;3085;Jamaica;Small City
El Walamo;3085;Mexico;Small City
Ejido Michoacan de Ocampo;3086;Mexico;Small City
Zurumbeneo;3086;Mexico;Small City
San Jose Poliutla;3088;Mexico;Small City
Palizada;3089;Mexico;Small City
Villa de Almoloya de Juarez;3091;Mexico;Small City
Colonia los Cedros;3094;Mexico;Small City
Villamar;3095;Mexico;Small City
Senor;3095;Mexico;Small City
Tezoquipa;3098;Mexico;Small City
Emajagua;3099;Puerto Rico;Small City
Tarapaca;3100;Colombia;Small City
El Limon;3102;Mexico;Small City
Antiguo Morelos;3104;Mexico;Small City
Mecapalapa;3104;Mexico;Small City
Tekanto;3105;Mexico;Small City
